arrest,beat,block,community_area,description,district,domestic,fbi_code,iucr,location_description,location_type,primary_type,ward,year
,,048XX S MAY ST,,,,,,,,,,,
,,048XX S MICHIGAN AVE,,,,,,,,,,,
,,048XX S MORGAN ST,,,,,,,,,,,
,,048XX S OAKLEY AVE,,,,,,,,,,,
,,048XX S PAULINA ST,,,,,,,,,,,
,,048XX S PRAIRIE AVE,,,,,,,,,,,
,,048XX S PRINCETON AVE,,,,,,,,,,,
,,048XX S PULASKI RD,,,,,,,,,,,
,,048XX S RACINE AVE,,,,,,,,,,,
,,048XX S RICHMOND ST,,,,,,,,,,,
,,048XX S RIDGEWAY AVE,,,,,,,,,,,
,,048XX S SEELEY AVE,,,,,,,,,,,
,,048XX S SHIELDS AVE,,,,,,,,,,,
,,048XX S SPRINGFIELD AVE,,,,,,,,,,,
,,048XX S ST LAWRENCE AVE,,,,,,,,,,,
,,048XX S STATE ST,,,,,,,,,,,
,,048XX S THROOP ST,,,,,,,,,,,
,,048XX S TRIPP AVE,,,,,,,,,,,
,,048XX S UNION AVE,,,,,,,,,,,
,,048XX S VINCENNES AVE,,,,,,,,,,,
,,048XX S WABASH AVE,,,,,,,,,,,
,,048XX S WELLS ST,,,,,,,,,,,
,,048XX S WESTERN AVE,,,,,,,,,,,
,,048XX S WESTERN BLVD,,,,,,,,,,,
,,048XX S WHIPPLE ST,,,,,,,,,,,
,,048XX S WINCHESTER AVE,,,,,,,,,,,
,,048XX S WOLCOTT AVE,,,,,,,,,,,
,,048XX S WOOD ST,,,,,,,,,,,
,,048XX S WOODLAWN AVE,,,,,,,,,,,
,,048XX W 46TH ST,,,,,,,,,,,
,,048XX W 47TH ST,,,,,,,,,,,
,,048XX W 55TH ST,,,,,,,,,,,
,,048XX W 63RD ST,,,,,,,,,,,
,,048XX W ADAMS ST,,,,,,,,,,,
,,048XX W ADDISON ST,,,,,,,,,,,
,,048XX W AINSLIE ST,,,,,,,,,,,
,,048XX W ALTGELD ST,,,,,,,,,,,
,,048XX W ARGYLE ST,,,,,,,,,,,
,,048XX W ARMITAGE AVE,,,,,,,,,,,
,,048XX W ARTHINGTON ST,,,,,,,,,,,
,,048XX W AUGUSTA BLVD,,,,,,,,,,,
,,048XX W BALMORAL AVE,,,,,,,,,,,
,,048XX W BARRY AVE,,,,,,,,,,,
,,048XX W BELDEN AVE,,,,,,,,,,,
,,048XX W BELLE PLAINE AVE,,,,,,,,,,,
,,048XX W BELMONT AVE,,,,,,,,,,,
,,048XX W BERENICE AVE,,,,,,,,,,,
,,048XX W BERTEAU AVE,,,,,,,,,,,
,,048XX W BERWYN AVE,,,,,,,,,,,
,,048XX W BLOOMINGDALE AVE,,,,,,,,,,,
,,048XX W BYRON ST,,,,,,,,,,,
,,048XX W CARMEN AVE,,,,,,,,,,,
,,048XX W CATALPA AVE,,,,,,,,,,,
,,048XX W CHICAGO AVE,,,,,,,,,,,
,,048XX W CONCORD PL,,,,,,,,,,,
,,048XX W CONGRESS PKWY,,,,,,,,,,,
,,048XX W CORNELIA AVE,,,,,,,,,,,
,,048XX W CORTEZ ST,,,,,,,,,,,
,,048XX W CORTLAND ST,,,,,,,,,,,
,,048XX W CRYSTAL ST,,,,,,,,,,,
,,048XX W CULLOM AVE,,,,,,,,,,,
,,048XX W DAKIN ST,,,,,,,,,,,
,,048XX W DEMING PL,,,,,,,,,,,
,,048XX W DICKENS AVE,,,,,,,,,,,
,,048XX W DIVERSEY AVE,,,,,,,,,,,
,,048XX W DIVISION ST,,,,,,,,,,,
,,048XX W DRUMMOND PL,,,,,,,,,,,
,,048XX W EDDY ST,,,,,,,,,,,
,,048XX W EISENHOWER EXPY OB,,,,,,,,,,,
,,048XX W ERIE ST,,,,,,,,,,,
,,048XX W FERDINAND ST,,,,,,,,,,,
,,048XX W FLETCHER ST,,,,,,,,,,,
,,048XX W FLOURNOY ST,,,,,,,,,,,
,,048XX W FOSTER AVE,,,,,,,,,,,
,,048XX W FULLERTON AVE,,,,,,,,,,,
,,048XX W FULTON ST,,,,,,,,,,,
,,048XX W GEORGE ST,,,,,,,,,,,
,,048XX W GLADYS AVE,,,,,,,,,,,
,,048XX W GRACE ST,,,,,,,,,,,
,,048XX W GRAND AVE,,,,,,,,,,,
,,048XX W GUNNISON ST,,,,,,,,,,,
,,048XX W HADDON AVE,,,,,,,,,,,
,,048XX W HARRISON ST,,,,,,,,,,,
,,048XX W HENDERSON ST,,,,,,,,,,,
,,048XX W HIRSCH ST,,,,,,,,,,,
,,048XX W HOMER ST,,,,,,,,,,,
,,048XX W HUBBARD ST,,,,,,,,,,,
,,048XX W HURON ST,,,,,,,,,,,
,,048XX W HUTCHINSON ST,,,,,,,,,,,
,,048XX W IOWA ST,,,,,,,,,,,
,,048XX W IRVING PARK RD,,,,,,,,,,,
,,048XX W JACKSON BLVD,,,,,,,,,,,
,,048XX W KAMERLING AVE,,,,,,,,,,,
,,048XX W KINZIE ST,,,,,,,,,,,
,,048XX W LAKE ST,,,,,,,,,,,
,,048XX W LAWRENCE AVE,,,,,,,,,,,
,,048XX W LE MOYNE ST,,,,,,,,,,,
,,048XX W LEXINGTON ST,,,,,,,,,,,
,,048XX W MADISON ST,,,,,,,,,,,
,,048XX W MAYPOLE AVE,,,,,,,,,,,
,,048XX W MEDILL AVE,,,,,,,,,,,
,,048XX W MELROSE ST,,,,,,,,,,,
,,048XX W MONROE ST,,,,,,,,,,,
,,048XX W MONTANA ST,,,,,,,,,,,
,,048XX W MONTROSE AVE,,,,,,,,,,,
,,048XX W NELSON ST,,,,,,,,,,,
,,048XX W NEWPORT AVE,,,,,,,,,,,
,,048XX W NORTH AVE,,,,,,,,,,,
,,048XX W OAKDALE AVE,,,,,,,,,,,
,,048XX W OHIO ST,,,,,,,,,,,
,,048XX W PALMER ST,,,,,,,,,,,
,,048XX W PARKER AVE,,,,,,,,,,,
,,048XX W PATTERSON AVE,,,,,,,,,,,
,,048XX W PENSACOLA AVE,,,,,,,,,,,
,,048XX W PETERSON AVE,,,,,,,,,,,
,,048XX W POLK ST,,,,,,,,,,,
,,048XX W POTOMAC AVE,,,,,,,,,,,
,,048XX W Peterson Ave,,,,,,,,,,,
,,048XX W QUINCY ST,,,,,,,,,,,
,,048XX W RACE AVE,,,,,,,,,,,
,,048XX W RICE ST,,,,,,,,,,,
,,048XX W ROOSEVELT RD,,,,,,,,,,,
,,048XX W ROSCOE ST,,,,,,,,,,,
,,048XX W SCHOOL ST,,,,,,,,,,,
,,048XX W SCHUBERT AVE,,,,,,,,,,,
,,048XX W SHAKESPEARE AVE,,,,,,,,,,,
,,048XX W ST PAUL AVE,,,,,,,,,,,
,,048XX W STRONG ST,,,,,,,,,,,
,,048XX W SUNNYSIDE AVE,,,,,,,,,,,
,,048XX W SUPERIOR ST,,,,,,,,,,,
,,048XX W THOMAS ST,,,,,,,,,,,
,,048XX W VAN BUREN ST,,,,,,,,,,,
,,048XX W WABANSIA AVE,,,,,,,,,,,
,,048XX W WALTON ST,,,,,,,,,,,
,,048XX W WARNER AVE,,,,,,,,,,,
,,048XX W WARWICK AVE,,,,,,,,,,,
,,048XX W WASHINGTON BLVD,,,,,,,,,,,
,,048XX W WAVELAND AVE,,,,,,,,,,,
,,048XX W WELLINGTON AVE,,,,,,,,,,,
,,048XX W WEST END AVE,,,,,,,,,,,
,,048XX W WINNEMAC AVE,,,,,,,,,,,
,,048XX W WOLFRAM ST,,,,,,,,,,,
,,048XX W WRIGHTWOOD AVE,,,,,,,,,,,
,,049XX N ALBANY AVE,,,,,,,,,,,
,,049XX N ASHLAND AVE,,,,,,,,,,,
,,049XX N AUSTIN AVE,,,,,,,,,,,
,,049XX N AVERS AVE,,,,,,,,,,,
,,049XX N BELL AVE,,,,,,,,,,,
,,049XX N BERNARD ST,,,,,,,,,,,
,,049XX N BROADWAY,,,,,,,,,,,
,,049XX N CALIFORNIA AVE,,,,,,,,,,,
,,049XX N CENTRAL AVE,,,,,,,,,,,
,,049XX N CHRISTIANA AVE,,,,,,,,,,,
,,049XX N CLARK ST,,,,,,,,,,,
,,049XX N DAMEN AVE,,,,,,,,,,,
,,049XX N DRAKE AVE,,,,,,,,,,,
,,049XX N ELSTON AVE,,,,,,,,,,,
,,049XX N FAIRFIELD AVE,,,,,,,,,,,
,,049XX N FRANCISCO AVE,,,,,,,,,,,
,,049XX N HAMILTON AVE,,,,,,,,,,,
,,049XX N HAMLIN AVE,,,,,,,,,,,
,,049XX N HARDING AVE,,,,,,,,,,,
,,049XX N HERMITAGE AVE,,,,,,,,,,,
,,049XX N HOYNE AVE,,,,,,,,,,,
,,049XX N KARLOV AVE,,,,,,,,,,,
,,049XX N KEDVALE AVE,,,,,,,,,,,
,,049XX N KEDZIE AVE,,,,,,,,,,,
,,049XX N KEELER AVE,,,,,,,,,,,
,,049XX N KENMORE AVE,,,,,,,,,,,
,,049XX N KENNETH AVE,,,,,,,,,,,
,,049XX N KENTUCKY AVE,,,,,,,,,,,
,,049XX N KEYSTONE AVE,,,,,,,,,,,
,,049XX N KILDARE AVE,,,,,,,,,,,
,,049XX N KILPATRICK AVE,,,,,,,,,,,
,,049XX N KIMBALL AVE,,,,,,,,,,,
,,049XX N KOLMAR AVE,,,,,,,,,,,
,,049XX N KOSTNER AVE,,,,,,,,,,,
,,049XX N LAKE SHORE DR NB,,,,,,,,,,,
,,049XX N LAMON AVE,,,,,,,,,,,
,,049XX N LAWNDALE AVE,,,,,,,,,,,
,,049XX N LEAVITT ST,,,,,,,,,,,
,,049XX N LESTER AVE,,,,,,,,,,,
,,049XX N LINCOLN AVE,,,,,,,,,,,
,,049XX N LOCKWOOD AVE,,,,,,,,,,,
,,049XX N Lincoln Ave,,,,,,,,,,,
,,049XX N MAGNOLIA AVE,,,,,,,,,,,
,,049XX N MARINE DR,,,,,,,,,,,
,,049XX N MARMORA AVE,,,,,,,,,,,
,,049XX N MC CUTCHEON TER,,,,,,,,,,,
,,049XX N MC VICKER AVE,,,,,,,,,,,
,,049XX N MENARD AVE,,,,,,,,,,,
,,049XX N MERRIMAC AVE,,,,,,,,,,,
,,049XX N MILWAUKEE AVE,,,,,,,,,,,
,,049XX N MOBILE AVE,,,,,,,,,,,
,,049XX N MONITOR AVE,,,,,,,,,,,
,,049XX N MONTCLARE AVE,,,,,,,,,,,
,,049XX N MONTICELLO AVE,,,,,,,,,,,
,,049XX N MOODY AVE,,,,,,,,,,,
,,049XX N MOZART ST,,,,,,,,,,,
,,049XX N MULLIGAN AVE,,,,,,,,,,,
,,049XX N NAGLE AVE,,,,,,,,,,,
,,049XX N NATOMA AVE,,,,,,,,,,,
,,049XX N NEVA AVE,,,,,,,,,,,
,,049XX N NORDICA AVE,,,,,,,,,,,
,,049XX N OAK PARK AVE,,,,,,,,,,,
,,049XX N OAKLEY AVE,,,,,,,,,,,
,,049XX N PAULINA ST,,,,,,,,,,,
,,049XX N PULASKI RD,,,,,,,,,,,
,,049XX N RIDGEWAY AVE,,,,,,,,,,,
,,049XX N ROCKWELL ST,,,,,,,,,,,
,,049XX N SAWYER AVE,,,,,,,,,,,
,,049XX N SAYRE AVE,,,,,,,,,,,
,,049XX N SEELEY AVE,,,,,,,,,,,
,,049XX N SHERIDAN RD,,,,,,,,,,,
,,049XX N SPAULDING AVE,,,,,,,,,,,
,,049XX N SPRINGFIELD AVE,,,,,,,,,,,
,,049XX N ST LOUIS AVE,,,,,,,,,,,
,,049XX N TALMAN AVE,,,,,,,,,,,
,,049XX N TRIPP AVE,,,,,,,,,,,
,,049XX N TROY ST,,,,,,,,,,,
,,049XX N WASHTENAW AVE,,,,,,,,,,,
,,049XX N WESTERN AVE,,,,,,,,,,,
,,049XX N WHIPPLE ST,,,,,,,,,,,
,,049XX N WINCHESTER AVE,,,,,,,,,,,
,,049XX N WINTHROP AVE,,,,,,,,,,,
,,049XX N WOLCOTT AVE,,,,,,,,,,,
,,049XX S ARCHER AVE,,,,,,,,,,,
,,049XX S ARTESIAN AVE,,,,,,,,,,,
,,049XX S ASHLAND AVE,,,,,,,,,,,
,,049XX S BLACKSTONE AVE,,,,,,,,,,,
,,049XX S CALIFORNIA AVE,,,,,,,,,,,
,,049XX S CALUMET AVE,,,,,,,,,,,
,,049XX S CAMPBELL AVE,,,,,,,,,,,
,,049XX S CHAMPLAIN AVE,,,,,,,,,,,
,,049XX S CHICAGO BEACH DR,,,,,,,,,,,
,,049XX S CICERO AVE,,,,,,,,,,,
,,049XX S CORNELL AVE,,,,,,,,,,,
,,049XX S COTTAGE GROVE AVE,,,,,,,,,,,
,,049XX S DAMEN AVE,,,,,,,,,,,
,,049XX S DORCHESTER AVE,,,,,,,,,,,
,,049XX S DR MARTIN LUTHER KING JR DR,,,,,,,,,,,
,,049XX S DR MARTIN LUTHER KING JR SD,,,,,,,,,,,
,,049XX S DREXEL BLVD,,,,,,,,,,,
,,049XX S EAST END AVE,,,,,,,,,,,
,,049XX S ELLIS AVE,,,,,,,,,,,
,,049XX S FORRESTVILLE AVE,,,,,,,,,,,
,,049XX S GREENWOOD AVE,,,,,,,,,,,
,,049XX S HALSTED ST,,,,,,,,,,,
,,049XX S HERMITAGE AVE,,,,,,,,,,,
,,049XX S HONORE ST,,,,,,,,,,,
,,049XX S HOYNE AVE,,,,,,,,,,,
,,049XX S INDIANA AVE,,,,,,,,,,,
,,049XX S JUSTINE ST,,,,,,,,,,,
,,049XX S KARLOV AVE,,,,,,,,,,,
,,049XX S KEATING AVE,,,,,,,,,,,
,,049XX S KEDVALE AVE,,,,,,,,,,,
,,049XX S KEDZIE AVE,,,,,,,,,,,
,,049XX S KEELER AVE,,,,,,,,,,,
,,049XX S KILBOURN AVE,,,,,,,,,,,
,,049XX S KILDARE AVE,,,,,,,,,,,
,,049XX S KILPATRICK AVE,,,,,,,,,,,
,,049XX S KNOX AVE,,,,,,,,,,,
,,049XX S KOLIN AVE,,,,,,,,,,,
,,049XX S KOMENSKY AVE,,,,,,,,,,,
,,049XX S KOSTNER AVE,,,,,,,,,,,
,,049XX S LA CROSSE AVE,,,,,,,,,,,
,,049XX S LAFLIN ST,,,,,,,,,,,
,,049XX S LAKE PARK AVE,,,,,,,,,,,
,,049XX S LAKE SHORE DR NB,,,,,,,,,,,
,,049XX S LAKE SHORE DR SB,,,,,,,,,,,
,,049XX S LAMON AVE,,,,,,,,,,,
,,049XX S LANGLEY AVE,,,,,,,,,,,
,,049XX S LAPORTE AVE,,,,,,,,,,,
,,049XX S LARAMIE AVE,,,,,,,,,,,
,,049XX S LAWNDALE AVE,,,,,,,,,,,
,,049XX S LEAMINGTON AVE,,,,,,,,,,,
,,049XX S LECLAIRE AVE,,,,,,,,,,,
,,049XX S LOOMIS BLVD,,,,,,,,,,,
,,049XX S MAPLEWOOD AVE,,,,,,,,,,,
,,049XX S MARSHFIELD AVE,,,,,,,,,,,
,,049XX S MICHIGAN AVE,,,,,,,,,,,
,,049XX S MILLARD AVE,,,,,,,,,,,
,,049XX S OAKLEY AVE,,,,,,,,,,,
,,049XX S PAULINA ST,,,,,,,,,,,
,,049XX S PRAIRIE AVE,,,,,,,,,,,
,,049XX S PRINCETON AVE,,,,,,,,,,,
,,049XX S PULASKI RD,,,,,,,,,,,
,,049XX S RACINE AVE,,,,,,,,,,,
,,049XX S ROCKWELL ST,,,,,,,,,,,
,,049XX S SEELEY AVE,,,,,,,,,,,
,,049XX S ST LAWRENCE AVE,,,,,,,,,,,
,,049XX S STATE ST,,,,,,,,,,,
,,049XX S THROOP ST,,,,,,,,,,,
,,049XX S TRIPP AVE,,,,,,,,,,,
,,049XX S UNION AVE,,,,,,,,,,,
,,049XX S VINCENNES AVE,,,,,,,,,,,
,,049XX S WABASH AVE,,,,,,,,,,,
,,049XX S WASHINGTON PARK CT,,,,,,,,,,,
,,049XX S WELLS ST,,,,,,,,,,,
,,049XX S WESTERN AVE,,,,,,,,,,,
,,049XX S WESTERN BLVD,,,,,,,,,,,
,,049XX S WINCHESTER AVE,,,,,,,,,,,
,,049XX S WOLCOTT AVE,,,,,,,,,,,
,,049XX S WOOD ST,,,,,,,,,,,
,,049XX S WOODLAWN AVE,,,,,,,,,,,
,,049XX W 45TH ST,,,,,,,,,,,
,,049XX W 51ST ST,,,,,,,,,,,
,,049XX W 63RD ST,,,,,,,,,,,
,,049XX W 64TH ST,,,,,,,,,,,
,,049XX W ADAMS ST,,,,,,,,,,,
,,049XX W ADDISON ST,,,,,,,,,,,
,,049XX W AINSLIE ST,,,,,,,,,,,
,,049XX W ALTGELD ST,,,,,,,,,,,
,,049XX W ARGYLE ST,,,,,,,,,,,
,,049XX W ARMITAGE AVE,,,,,,,,,,,
,,049XX W ARTHINGTON ST,,,,,,,,,,,
,,049XX W AUGUSTA BLVD,,,,,,,,,,,
,,049XX W BALMORAL AVE,,,,,,,,,,,
,,049XX W BARRY AVE,,,,,,,,,,,
,,049XX W BELDEN AVE,,,,,,,,,,,
,,049XX W BELLE PLAINE AVE,,,,,,,,,,,
,,049XX W BELMONT AVE,,,,,,,,,,,
,,049XX W BERENICE AVE,,,,,,,,,,,
,,049XX W BERTEAU AVE,,,,,,,,,,,
,,049XX W BERWYN AVE,,,,,,,,,,,
,,049XX W BLOOMINGDALE AVE,,,,,,,,,,,
,,049XX W BYRON ST,,,,,,,,,,,
,,049XX W CARMEN AVE,,,,,,,,,,,
,,049XX W CHICAGO AVE,,,,,,,,,,,
,,049XX W CONCORD PL,,,,,,,,,,,
,,049XX W CONGRESS PKWY,,,,,,,,,,,
,,049XX W CORNELIA AVE,,,,,,,,,,,
,,049XX W CORTEZ ST,,,,,,,,,,,
,,049XX W CRYSTAL ST,,,,,,,,,,,
,,049XX W CULLOM AVE,,,,,,,,,,,
,,049XX W CUYLER AVE,,,,,,,,,,,
,,049XX W DAKIN ST,,,,,,,,,,,
,,049XX W DEMING PL,,,,,,,,,,,
,,049XX W DICKENS AVE,,,,,,,,,,,
,,049XX W DIVERSEY AVE,,,,,,,,,,,
,,049XX W DIVISION ST,,,,,,,,,,,
,,049XX W DRUMMOND PL,,,,,,,,,,,
,,049XX W EDDY ST,,,,,,,,,,,
,,049XX W ERIE ST,,,,,,,,,,,
,,049XX W FERDINAND ST,,,,,,,,,,,
,,049XX W FLETCHER ST,,,,,,,,,,,
,,049XX W FOSTER AVE,,,,,,,,,,,
,,049XX W FULLERTON AVE,,,,,,,,,,,
,,049XX W FULTON ST,,,,,,,,,,,
,,049XX W GEORGE ST,,,,,,,,,,,
,,049XX W GLADYS AVE,,,,,,,,,,,
,,049XX W GRACE ST,,,,,,,,,,,
,,049XX W GRAND AVE,,,,,,,,,,,
,,049XX W HARRISON ST,,,,,,,,,,,
,,049XX W HENDERSON ST,,,,,,,,,,,
,,049XX W HIRSCH ST,,,,,,,,,,,
,,049XX W HUBBARD ST,,,,,,,,,,,
,,049XX W HURON ST,,,,,,,,,,,
,,049XX W HUTCHINSON ST,,,,,,,,,,,
,,049XX W IOWA ST,,,,,,,,,,,
,,049XX W IRVING PARK RD,,,,,,,,,,,
,,049XX W JACKSON BLVD,,,,,,,,,,,
,,049XX W KAMERLING AVE,,,,,,,,,,,
,,049XX W KINZIE ST,,,,,,,,,,,
,,049XX W LAKE ST,,,,,,,,,,,
,,049XX W LAWRENCE AVE,,,,,,,,,,,
,,049XX W LE MOYNE ST,,,,,,,,,,,
,,049XX W LEXINGTON ST,,,,,,,,,,,
,,049XX W MADISON ST,,,,,,,,,,,
,,049XX W MAYPOLE AVE,,,,,,,,,,,
,,049XX W MELROSE ST,,,,,,,,,,,
,,049XX W MONROE ST,,,,,,,,,,,
,,049XX W MONTANA ST,,,,,,,,,,,
,,049XX W MONTROSE AVE,,,,,,,,,,,
,,049XX W NELSON ST,,,,,,,,,,,
,,049XX W NEWPORT AVE,,,,,,,,,,,
,,049XX W NORTH AVE,,,,,,,,,,,
,,049XX W OAKDALE AVE,,,,,,,,,,,
,,049XX W OHIO ST,,,,,,,,,,,
,,049XX W PALMER ST,,,,,,,,,,,
,,049XX W PARKER AVE,,,,,,,,,,,
,,049XX W PATTERSON AVE,,,,,,,,,,,
,,049XX W PENSACOLA AVE,,,,,,,,,,,
,,049XX W POLK ST,,,,,,,,,,,
,,049XX W POTOMAC AVE,,,,,,,,,,,
,,049XX W QUINCY ST,,,,,,,,,,,
,,049XX W RACE AVE,,,,,,,,,,,
,,049XX W RICE ST,,,,,,,,,,,
,,049XX W ROSCOE ST,,,,,,,,,,,
,,049XX W SCHOOL ST,,,,,,,,,,,
,,049XX W SCHUBERT AVE,,,,,,,,,,,
,,049XX W ST PAUL AVE,,,,,,,,,,,
,,049XX W STRONG ST,,,,,,,,,,,
,,049XX W SUNNYSIDE AVE,,,,,,,,,,,
,,049XX W SUPERIOR ST,,,,,,,,,,,
,,049XX W THOMAS ST,,,,,,,,,,,
,,049XX W VAN BUREN ST,,,,,,,,,,,
,,049XX W WABANSIA AVE,,,,,,,,,,,
,,049XX W WALTON ST,,,,,,,,,,,
,,049XX W WARNER AVE,,,,,,,,,,,
,,049XX W WARWICK AVE,,,,,,,,,,,
,,049XX W WASHINGTON BLVD,,,,,,,,,,,
,,049XX W WAVELAND AVE,,,,,,,,,,,
,,049XX W WELLINGTON AVE,,,,,,,,,,,
,,049XX W WEST END AVE,,,,,,,,,,,
,,049XX W WINNEMAC AVE,,,,,,,,,,,
,,049XX W WINONA ST,,,,,,,,,,,
,,049XX W WOLFRAM ST,,,,,,,,,,,
,,049XX W WRIGHTWOOD AVE,,,,,,,,,,,
,,050XX N ALBANY AVE,,,,,,,,,,,
,,050XX N ASHLAND AVE,,,,,,,,,,,
,,050XX N AUSTIN AVE,,,,,,,,,,,
,,050XX N BERNARD ST,,,,,,,,,,,
,,050XX N BROADWAY,,,,,,,,,,,
,,050XX N CENTRAL PARK AVE,,,,,,,,,,,
,,050XX N CICERO AVE,,,,,,,,,,,
,,050XX N CLAREMONT AVE,,,,,,,,,,,
,,050XX N CLARK ST,,,,,,,,,,,
,,050XX N CUMBERLAND AVE,,,,,,,,,,,
,,050XX N DAMEN AVE,,,,,,,,,,,
,,050XX N DELPHIA AVE,,,,,,,,,,,
,,050XX N DRAKE AVE,,,,,,,,,,,
,,050XX N ELSTON AVE,,,,,,,,,,,
,,050XX N FRANCISCO AVE,,,,,,,,,,,
,,050XX N GLENWOOD AVE,,,,,,,,,,,
,,050XX N HAMLIN AVE,,,,,,,,,,,
,,050XX N HARDING AVE,,,,,,,,,,,
,,050XX N KARLOV AVE,,,,,,,,,,,
,,050XX N KEDVALE AVE,,,,,,,,,,,
,,050XX N KEDZIE AVE,,,,,,,,,,,
,,050XX N KEELER AVE,,,,,,,,,,,
,,050XX N KENMORE AVE,,,,,,,,,,,
,,050XX N KENNETH AVE,,,,,,,,,,,
,,050XX N KILBOURN AVE,,,,,,,,,,,
,,050XX N KIMBALL AVE,,,,,,,,,,,
,,050XX N KIMBERLY AVE,,,,,,,,,,,
,,050XX N KOLMAR AVE,,,,,,,,,,,
,,050XX N KOSTNER AVE,,,,,,,,,,,
,,050XX N LAKE SHORE DR NB,,,,,,,,,,,
,,050XX N LARAMIE AVE,,,,,,,,,,,
,,050XX N LAWNDALE AVE,,,,,,,,,,,
,,050XX N LEAVITT ST,,,,,,,,,,,
,,050XX N LECLAIRE AVE,,,,,,,,,,,
,,050XX N LINCOLN AVE,,,,,,,,,,,
,,050XX N LOWELL AVE,,,,,,,,,,,
,,050XX N MAJOR AVE,,,,,,,,,,,
,,050XX N MANGO AVE,,,,,,,,,,,
,,050XX N MARINE DR,,,,,,,,,,,
,,050XX N MEADE AVE,,,,,,,,,,,
,,050XX N MELVINA AVE,,,,,,,,,,,
,,050XX N MENARD AVE,,,,,,,,,,,
,,050XX N MILWAUKEE AVE,,,,,,,,,,,
,,050XX N MOBILE AVE,,,,,,,,,,,
,,050XX N MONITOR AVE,,,,,,,,,,,
,,050XX N MONTICELLO AVE,,,,,,,,,,,
,,050XX N MOODY AVE,,,,,,,,,,,
,,050XX N MOZART ST,,,,,,,,,,,
,,050XX N MULLIGAN AVE,,,,,,,,,,,
,,050XX N NAGLE AVE,,,,,,,,,,,
,,050XX N NATCHEZ AVE,,,,,,,,,,,
,,050XX N NATOMA AVE,,,,,,,,,,,
,,050XX N NEVA AVE,,,,,,,,,,,
,,050XX N NEWCASTLE AVE,,,,,,,,,,,
,,050XX N NORDICA AVE,,,,,,,,,,,
,,050XX N NORMANDY AVE,,,,,,,,,,,
,,050XX N NORTHWEST HWY,,,,,,,,,,,
,,050XX N NOTTINGHAM AVE,,,,,,,,,,,
,,050XX N OAKLEY AVE,,,,,,,,,,,
,,050XX N OLYMPIA AVE,,,,,,,,,,,
,,050XX N OTTAWA AVE,,,,,,,,,,,
,,050XX N PARKSIDE AVE,,,,,,,,,,,
,,050XX N PAULINA ST,,,,,,,,,,,
,,050XX N PULASKI RD,,,,,,,,,,,
,,050XX N RAVENSWOOD AVE,,,,,,,,,,,
,,050XX N RIDGEWAY AVE,,,,,,,,,,,
,,050XX N ROCKWELL ST,,,,,,,,,,,
,,050XX N SAWYER AVE,,,,,,,,,,,
,,050XX N SAYRE AVE,,,,,,,,,,,
,,050XX N SHERIDAN RD,,,,,,,,,,,
,,050XX N SIMONDS DR,,,,,,,,,,,
,,050XX N SPAULDING AVE,,,,,,,,,,,
,,050XX N SPRINGFIELD AVE,,,,,,,,,,,
,,050XX N Sheridan Rd,,,,,,,,,,,
,,050XX N TRIPP AVE,,,,,,,,,,,
,,050XX N TROY ST,,,,,,,,,,,
,,050XX N WESTERN AVE,,,,,,,,,,,
,,050XX N WINCHESTER AVE,,,,,,,,,,,
,,050XX N WINTHROP AVE,,,,,,,,,,,
,,050XX N WOLCOTT AVE,,,,,,,,,,,
,,050XX S ABERDEEN ST,,,,,,,,,,,
,,050XX S ADA ST,,,,,,,,,,,
,,050XX S ARCHER AVE,,,,,,,,,,,
,,050XX S ARTESIAN AVE,,,,,,,,,,,
,,050XX S ASHLAND AVE,,,,,,,,,,,
,,050XX S BISHOP ST,,,,,,,,,,,
,,050XX S BLACKSTONE AVE,,,,,,,,,,,
,,050XX S CALIFORNIA AVE,,,,,,,,,,,
,,050XX S CALUMET AVE,,,,,,,,,,,
,,050XX S CAMPBELL AVE,,,,,,,,,,,
,,050XX S CARPENTER ST,,,,,,,,,,,
,,050XX S CHAMPLAIN AVE,,,,,,,,,,,
,,050XX S CHRISTIANA AVE,,,,,,,,,,,
,,050XX S CICERO AVE,,,,,,,,,,,
,,050XX S CORNELL AVE,,,,,,,,,,,
,,050XX S COTTAGE GROVE AVE,,,,,,,,,,,
,,050XX S DAMEN AVE,,,,,,,,,,,
,,050XX S DORCHESTER AVE,,,,,,,,,,,
,,050XX S DR MARTIN LUTHER KING JR DR,,,,,,,,,,,
,,050XX S DREXEL BLVD,,,,,,,,,,,
,,050XX S EAST END AVE,,,,,,,,,,,
,,050XX S ELIZABETH ST,,,,,,,,,,,
,,050XX S ELLIS AVE,,,,,,,,,,,
,,050XX S EVANS AVE,,,,,,,,,,,
,,050XX S FAIRFIELD AVE,,,,,,,,,,,
,,050XX S FORRESTVILLE AVE,,,,,,,,,,,
,,050XX S HALSTED ST,,,,,,,,,,,
,,050XX S HERMITAGE AVE,,,,,,,,,,,
,,050XX S HOMAN AVE,,,,,,,,,,,
,,050XX S HOYNE AVE,,,,,,,,,,,
,,050XX S INDIANA AVE,,,,,,,,,,,
,,050XX S JUSTINE ST,,,,,,,,,,,
,,050XX S KARLOV AVE,,,,,,,,,,,
,,050XX S KEATING AVE,,,,,,,,,,,
,,050XX S KEDVALE AVE,,,,,,,,,,,
,,050XX S KEDZIE AVE,,,,,,,,,,,
,,050XX S KEELER AVE,,,,,,,,,,,
